Sequential,31
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,16
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,8
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,8
Sequential,0
Sequential,47
Sequential,0
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,1
Sequential,3
Sequential,1
Sequential,0
Sequential,6
Sequential,1
Sequential,2
Sequential,1
Sequential,1
Sequential,1
Sequential,1
Sequential,0
Sequential,0
Sequential,4
Sequential,0
Sequential,2
Sequential,1
Sequential,0
Sequential,2
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,5
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,4
Sequential,0
Sequential,0
Sequential,3
Sequential,0
Sequential,0
Sequential,2
Sequential,2
Sequential,1
Sequential,0
Sequential,1
Sequential,0
Sequential,2
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,18
Sequential,0
Sequential,14
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,16
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,7
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,16
Sequential,0
Sequential,0
Sequential,16
Sequential,0
Sequential,0
Sequential,15
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
Sequential,0
